id,label
20647,1
20648,0
20649,3
20650,4
20651,2
20652,0
20653,0
20655,2
20657,2
20658,3
20660,4
20662,3
20663,5
20664,1
20665,0
20666,5
20668,3
20670,0
20671,3
20672,1
20674,4
20676,2
20677,2
20678,2
20679,3
20680,3
20683,5
20684,2
20685,4
20686,4
20687,1
20688,5
20690,2
20691,2
20692,2
20694,1
20695,1
20696,1
20702,2
20703,2
20704,3
20705,0
20706,3
20709,5
20710,5
20712,3
20713,3
20714,4
20717,4
20718,4
20719,5
20720,3
20722,1
20723,5
20725,5
20726,3
20728,4
20730,5
20731,4
20732,2
20733,5
20734,0
20735,3
20737,1
20738,2
20739,3
20740,4
20741,2
20742,3
20745,1
20746,3
20748,5
20750,0
20751,5
20752,5
20753,1
20754,4
20756,4
20757,3
20759,1
20761,4
20762,2
20763,2
20764,5
20765,0
20766,5
20767,2
20769,1
20770,2
20771,4
20774,4
20776,5
20777,4
20779,4
20781,2
20782,4
20783,1
20785,4
20788,5
20794,4
20796,3
20798,0
20799,5
20800,4
20801,4
20802,3
20804,5
20805,0
20806,0
20807,0
20808,0
20810,2
20811,1
20812,0
20813,0
20815,1
20816,4
20818,0
20819,0
20820,3
20821,2
20822,1
20825,4
20826,0
20828,5
20831,4
20832,2
20833,4
20834,1
20835,0
20838,0
20840,1
20841,1
20842,3
20843,5
20844,3
20846,0
20847,2
20848,1
20851,3
20853,2
20854,3
20856,3
20857,3
20858,5
20860,1
20863,0
20864,1
20866,3
20867,2
20868,2
20869,2
20870,4
20871,2
20872,4
20873,1
20874,0
20876,2
20878,1
20879,1
20882,3
20884,5
20885,4
20887,3
20888,0
20889,2
20890,1
20892,0
20893,1
20894,4
20895,5
20896,5
20897,0
20898,5
20899,0
20900,4
20903,0
20904,5
20905,2
20906,3
20907,0
20908,1
20909,1
20910,3
20911,1
20915,0
20916,4
20917,3
20918,5
20921,3
20922,5
20924,2
20925,0
20926,0
20927,4
20928,2
20929,4
20930,4
20931,0
20933,3
20934,0
20935,0
20937,3
20938,4
20940,2
20941,2
20942,1
20944,3
20946,1
20947,4
20948,3
20949,2
20950,3
20952,5
20953,5
20954,1
20955,1
20958,0
20959,3
20960,5
20961,2
20962,5
20963,2
20965,3
20966,5
20968,2
20970,3
20971,2
20972,0
20974,2
20975,3
20976,2
20978,4
20980,2
20981,5
20982,1
20983,2
20984,4
20985,2
20986,2
20988,0
20989,5
20991,1
20992,2
20994,0
20995,0
20996,4
20998,3
20999,1
21000,3
21001,4
21004,4
21006,1
21007,0
21008,1
21011,5
21012,1
21013,2
21014,1
21016,5
21017,0
21018,4
21019,2
21020,4
21022,1
21024,3
21025,2
21027,3
21032,1
21034,0
21035,3
21036,2
21037,1
21038,2
21040,2
21041,5
21042,1
21043,3
21044,0
21045,1
21046,4
21047,1
21049,3
21052,4
21053,3
21054,1
21055,2
21058,5
21059,3
21060,3
21061,1
21062,0
21063,3
21064,3
21065,2
21066,5
21067,1
21069,0
21073,1
21076,2
21077,0
21078,3
21081,0
21083,1
21085,1
21086,0
21087,4
21090,2
21091,4
21092,3
21093,3
21095,5
21096,2
21097,4
21098,3
21099,5
21100,0
21101,0
21102,2
21104,5
21105,4
21106,0
21107,0
21108,0
21115,2
21118,2
21119,2
21120,0
21121,5
21123,2
21125,4
21126,4
21128,3
21129,1
21130,1
21135,0
21136,3
21137,0
21138,1
21139,4
21141,5
21142,0
21143,0
21144,1
21146,2
21148,5
21149,3
21150,4
21151,5
21152,1
21153,3
21154,0
21155,3
21156,3
21158,5
21159,5
21161,2
21162,2
21163,1
21167,0
21168,2
21169,4
21170,5
21173,2
21174,0
21175,0
21176,3
21177,4
21179,4
21182,5
21183,2
21185,0
21186,3
21187,4
21191,3
21192,1
21196,4
21197,1
21198,4
21199,2
21200,0
21201,2
21203,0
21206,4
21207,4
21209,4
21210,3
21212,4
21213,3
21214,2
21215,3
21216,2
21217,1
21220,0
21221,2
21222,2
21224,1
21225,0
21226,2
21227,1
21229,5
21230,3
21231,2
21232,5
21233,5
21234,1
21236,2
21237,1
21238,4
21239,3
21240,4
21241,0
21242,0
21243,5
21244,2
21245,1
21246,3
21247,2
21248,3
21250,4
21254,4
21255,2
21256,2
21257,1
21258,1
21259,2
21260,0
21262,2
21263,1
21266,3
21269,3
21271,5
21272,1
21274,3
21276,2
21277,1
21278,2
21279,5
21280,2
21281,4
21285,2
21286,5
21287,0
21288,3
21290,2
21291,5
21292,1
21293,5
21294,5
21296,0
21297,4
21298,5
21301,3
21302,3
21303,3
21304,1
21305,5
21306,1
21307,3
21309,5
21310,4
21311,1
21313,2
21314,2
21316,4
21317,4
21318,5
21319,5
21320,2
21325,4
21328,1
21329,3
21334,1
21336,2
21339,5
21340,2
21341,2
21342,1
21343,2
21344,4
21345,4
21347,0
21348,2
21349,2
21350,0
21352,4
21353,2
21354,0
21355,0
21356,2
21357,3
21358,4
21359,0
21360,5
21361,3
21362,4
21363,2
21364,1
21366,4
21367,5
21368,1
21369,2
21371,4
21373,4
21375,4
21376,2
21377,2
21378,1
21380,1
21381,0
21383,2
21385,2
21386,5
21387,5
21389,2
21390,3
21392,1
21393,1
21396,2
21399,5
21400,0
21401,0
21405,1
21406,1
21407,2
21409,3
21410,5
21411,3
21412,3
21414,1
21415,2
21417,2
21418,3
21419,5
21421,2
21422,4
21423,0
21426,5
21427,0
21428,1
21430,3
21431,4
21432,1
21433,5
21434,0
21435,0
21437,3
21442,1
21443,4
21445,5
21447,5
21448,1
21450,3
21452,2
21453,2
21454,5
21455,1
21456,1
21458,0
21459,4
21461,2
21462,1
21463,3
21464,3
21465,1
21466,2
21468,2
21469,2
21470,4
21472,3
21473,3
21475,3
21476,1
21478,3
21479,0
21480,5
21481,3
21483,4
21484,4
21485,5
21486,3
21488,2
21490,2
21491,4
21492,2
21494,0
21496,5
21497,4
21498,2
21499,0
21501,5
21503,0
21504,5
21505,5
21506,5
21507,3
21510,0
21512,3
21513,1
21514,0
21516,5
21517,2
21518,3
21519,1
21522,0
21524,3
21525,1
21526,0
21527,5
21529,4
21533,1
21535,1
21537,3
21538,4
21539,4
21542,3
21543,3
21544,3
21545,2
21546,1
21547,0
21551,3
21553,1
21554,4
21555,5
21556,3
21557,1
21558,1
21559,0
21560,0
21563,1
21564,0
21568,1
21569,1
21570,2
21572,0
21573,3
21574,4
21575,3
21576,3
21578,2
21580,3
21581,5
21583,4
21584,4
21586,4
21587,4
21589,1
21591,2
21592,3
21593,0
21596,3
21597,5
21598,3
21599,5
21600,2
21601,5
21603,2
21604,4
21605,2
21607,1
21609,1
21610,1
21611,0
21612,4
21613,1
21614,5
21615,3
21617,5
21618,2
21620,0
21621,5
21623,1
21624,1
21627,1
21630,5
21631,4
21632,2
21633,3
21634,0
21635,1
21638,1
21639,1
21640,0
21641,0
21643,2
21644,4
21645,4
21646,5
21647,3
21648,5
21649,2
21650,2
21651,3
21653,0
21655,1
21656,5
21657,2
21658,5
21659,2
21660,2
21662,1
21663,5
21664,3
21665,2
21666,3
21669,3
21670,5
21671,5
21674,0
21675,3
21676,3
21677,4
21678,0
21680,5
21682,0
21683,5
21684,3
21685,4
21686,2
21688,0
21689,5
21691,3
21694,5
21695,1
21697,2
21699,4
21701,2
21702,1
21703,5
21706,5
21707,1
21710,1
21711,2
21712,5
21714,1
21715,4
21717,3
21719,3
21720,4
21721,0
21722,0
21723,5
21724,0
21725,2
21726,2
21727,3
21729,1
21730,1
21731,0
21734,2
21735,4
21736,4
21737,1
21738,3
21740,1
21743,0
21744,0
21745,0
21747,1
21749,4
21750,2
21751,3
21754,5
21756,1
21759,3
21761,1
21762,3
21763,5
21764,5
21765,4
21766,3
21768,3
21769,4
21770,2
21771,3
21772,0
21774,2
21775,1
21776,0
21777,1
21779,5
21780,0
21781,2
21783,4
21784,1
21787,4
21788,2
21789,2
21790,1
21792,0
21793,5
21794,2
21797,1
21798,4
21799,3
21800,4
21801,5
21804,3
21805,3
21806,4
21807,1
21808,2
21810,0
21811,3
21812,3
21813,2
21814,4
21816,3
21817,5
21818,4
21819,2
21824,3
21826,2
21827,5
21828,1
21829,2
21832,1
21837,1
21840,1
21841,5
21842,3
21843,4
21844,1
21845,1
21846,1
21849,0
21851,2
21852,4
21853,3
21855,4
21856,0
21857,0
21858,0
21859,3
21860,1
21861,3
21862,1
21864,4
21865,3
21866,0
21868,4
21870,1
21872,5
21873,4
21874,3
21875,3
21876,2
21879,3
21881,3
21884,0
21885,4
21887,4
21889,1
21890,4
21892,0
21893,1
21894,4
21895,2
21896,0
21897,5
21898,2
21900,4
21903,2
21904,4
21905,5
21906,3
21907,3
21908,0
21909,2
21910,0
21911,0
21912,2
21913,0
21915,2
21916,4
21917,2
21918,1
21919,4
21921,4
21923,5
21924,1
21926,3
21929,5
21932,4
21933,4
21934,3
21935,3
21936,1
21937,1
21940,1
21941,0
21942,3
21943,3
21945,5
21947,0
21948,5
21949,3
21950,3
21954,3
21955,5
21956,4
21957,2
21959,0
21960,2
21961,3
21962,5
21964,4
21965,4
21967,3
21970,5
21972,4
21973,1
21977,5
21978,2
21979,2
21981,2
21982,3
21983,3
21984,3
21985,0
21986,3
21987,2
21989,4
21990,4
21991,4
21992,1
21993,1
21994,4
21995,3
21996,1
21999,2
22000,5
22001,0
22003,2
22004,4
22005,3
22009,3
22011,2
22012,2
22014,4
22015,3
22017,0
22019,1
22020,3
22021,5
22022,4
22024,0
22025,5
22026,3
22027,2
22028,4
22029,2
22030,2
22031,1
22032,0
22034,1
22035,0
22036,1
22037,3
22038,2
22040,2
22042,2
22043,3
22045,5
22046,2
22048,2
22050,4
22051,2
22054,3
22057,0
22058,5
22062,3
22063,3
22064,0
22065,4
22066,2
22068,3
22070,1
22071,2
22072,3
22073,5
22074,4
22076,5
22078,3
22079,3
22082,0
22083,1
22085,1
22086,2
22087,4
22088,0
22089,1
22090,3
22091,3
22092,4
22093,4
22095,2
22096,4
22097,0
22098,5
22099,0
22100,2
22101,2
22102,1
22103,5
22104,2
22105,3
22107,2
22109,0
22110,5
22111,4
22112,3
22115,5
22116,4
22117,2
22119,0
22120,0
22121,3
22123,2
22124,2
22125,4
22126,2
22127,1
22128,4
22129,1
22130,3
22132,5
22133,3
22134,5
22136,4
22137,3
22138,3
22139,0
22140,5
22141,1
22143,3
22144,4
22145,2
22147,1
22149,4
22150,5
22152,5
22153,0
22154,1
22156,0
22157,2
22158,2
22159,2
22160,1
22161,3
22162,5
22163,5
22165,3
22166,5
22167,4
22168,1
22169,4
22171,4
22172,4
22173,1
22175,3
22176,2
22177,4
22179,4
22180,2
22182,1
22183,0
22184,3
22185,5
22186,1
22187,2
22188,2
22189,2
22191,2
22192,2
22193,5
22196,0
22197,4
22198,2
22199,2
22200,0
22201,4
22202,2
22203,2
22204,0
22205,2
22207,1
22208,5
22209,2
22210,5
22212,3
22214,5
22215,2
22216,0
22219,1
22220,1
22221,5
22222,2
22223,0
22227,3
22228,0
22230,0
22231,5
22232,0
22233,5
22234,0
22235,3
22237,0
22239,3
22240,5
22241,2
22243,4
22245,3
22246,1
22247,4
22249,0
22250,2
22251,2
22252,5
22253,1
22254,3
22255,5
22256,5
22257,5
22258,2
22259,1
22260,4
22261,2
22262,1
22264,1
22265,1
22266,0
22267,5
22268,4
22269,5
22271,1
22272,2
22273,3
22276,2
22277,2
22278,2
22279,2
22280,4
22283,0
22284,5
22286,3
22289,4
22290,2
22291,4
22293,4
22294,3
22295,5
22296,5
22299,4
22301,0
22304,3
22306,2
22307,4
22308,4
22309,2
22310,3
22311,0
22314,0
22315,5
22316,0
22317,5
22318,1
22320,3
22321,1
22322,0
22325,1
22326,2
22328,2
22329,5
22330,5
22331,4
22335,2
22336,4
22337,1
22338,1
22339,5
22340,3
22341,5
22342,4
22343,2
22345,5
22346,3
22347,3
22349,2
22350,1
22351,5
22353,3
22354,1
22355,0
22356,0
22357,5
22358,3
22360,5
22362,3
22366,0
22368,3
22369,0
22370,0
22372,0
22373,0
22374,1
22375,0
22376,5
22377,2
22378,0
22379,3
22380,0
22382,2
22383,5
22384,5
22385,5
22386,1
22387,5
22388,5
22389,5
22390,3
22391,2
22393,1
22394,2
22398,2
22399,3
22400,5
22401,4
22405,1
22406,0
22408,0
22409,0
22410,5
22411,2
22412,0
22414,1
22415,5
22416,4
22417,0
22420,3
22421,0
22423,0
22424,2
22425,0
22426,5
22427,4
22428,0
22431,2
22432,1
22433,1
22434,4
22436,2
22437,2
22438,3
22439,1
22440,1
22441,3
22442,0
22444,2
22446,4
22447,5
22448,5
22450,0
22451,2
22452,0
22453,0
22455,3
22457,0
22458,0
22459,1
22460,0
22461,0
22462,5
22464,0
22465,3
22467,5
22469,1
22470,5
22471,1
22472,4
22473,1
22475,2
22476,5
22478,1
22479,2
22481,0
22483,3
22484,2
22486,0
22487,1
22488,2
22490,4
22491,1
22493,2
22494,2
22495,0
22496,5
22500,3
22501,1
22502,5
22503,2
22504,2
22506,5
22508,1
22510,3
22511,1
22512,2
22513,3
22514,4
22515,2
22516,1
22517,4
22518,3
22520,3
22522,2
22525,3
22526,2
22527,0
22528,1
22531,5
22534,0
22536,2
22537,2
22538,4
22539,2
22540,4
22542,4
22543,1
22545,1
22546,2
22547,2
22550,4
22552,4
22553,3
22555,3
22556,3
22557,3
22558,5
22562,2
22563,0
22564,3
22565,1
22567,3
22568,5
22569,4
22570,4
22571,0
22572,2
22574,1
22575,4
22576,3
22577,0
22580,1
22581,3
22583,2
22585,1
22586,4
22587,5
22588,0
22589,1
22592,2
22593,0
22595,4
22596,1
22597,4
22598,5
22599,2
22600,2
22602,4
22603,3
22606,3
22608,2
22609,2
22614,2
22616,1
22617,2
22619,5
22620,1
22623,1
22624,5
22625,1
22626,1
22628,1
22629,4
22631,0
22632,0
22633,5
22634,2
22635,3
22636,2
22637,5
22639,4
22640,0
22642,5
22643,4
22644,0
22645,0
22646,3
22647,3
22648,2
22650,5
22652,1
22653,3
22654,0
22655,2
22656,5
22657,2
22660,2
22661,3
22663,2
22664,2
22665,5
22666,1
22667,3
22668,0
22669,4
22670,3
22671,5
22672,3
22673,5
22675,1
22676,5
22677,0
22678,1
22679,1
22681,3
22683,0
22685,2
22686,0
22687,3
22688,1
22689,0
22690,5
22691,5
22692,1
22694,3
22695,3
22696,3
22699,3
22700,2
22702,5
22703,4
22705,3
22706,5
22707,4
22708,0
22709,4
22710,5
22711,5
22712,2
22716,1
22717,5
22718,1
22719,1
22720,2
22721,3
22722,0
22723,4
22724,2
22725,0
22727,2
22730,1
22731,4
22732,3
22734,2
22735,5
22736,1
22737,0
22738,4
22740,1
22741,0
22742,3
22745,1
22746,1
22747,1
22748,4
22753,4
22754,3
22755,1
22756,3
22759,5
22760,1
22761,2
22763,4
22764,3
22765,2
22766,3
22767,3
22768,2
22769,2
22771,4
22774,4
22775,3
22776,5
22777,0
22778,0
22779,0
22780,3
22782,3
22784,5
22786,0
22789,4
22790,2
22797,2
22799,2
22800,2
22801,4
22804,2
22805,4
22807,1
22809,3
22810,1
22811,2
22812,5
22813,5
22814,4
22817,3
22818,2
22819,4
22820,2
22821,5
22822,3
22823,0
22824,1
22826,0
22827,5
22829,3
22830,0
22831,1
22832,1
22833,5
22834,2
22836,2
22837,0
22839,0
22842,3
22843,5
22844,3
22845,4
22846,2
22847,4
22848,2
22849,2
22850,1
22851,2
22852,2
22854,4
22855,3
22856,5
22857,3
22858,2
22859,3
22860,5
22862,4
22864,3
22866,2
22867,1
22868,2
22869,2
22870,5
22871,2
22875,1
22876,3
22877,0
22879,5
22881,2
22882,2
22883,1
22884,2
22885,2
22886,1
22887,3
22890,2
22891,3
22893,2
22895,2
22896,3
22897,4
22898,0
22899,5
22900,0
22903,0
22907,1
22908,2
22911,0
22912,5
22913,3
22915,5
22917,4
22919,3
22920,1
22921,2
22924,2
22925,3
22927,2
22928,2
22930,1
22933,5
22934,3
22935,5
22936,3
22938,0
22941,5
22942,1
22943,5
22944,4
22947,4
22948,1
22949,1
22950,0
22951,0
22952,0
22953,5
22954,3
22955,3
22956,4
22958,2
22959,2
22960,2
22961,1
22962,1
22963,3
22964,2
22965,0
22966,2
22967,0
22969,5
22970,0
22971,0
22973,4
22974,3
22976,5
22977,1
22978,5
22980,1
22982,3
22983,3
22986,3
22987,0
22988,0
22989,5
22990,1
22991,3
22992,2
22993,4
22994,2
22995,0
22996,4
22997,1
22998,3
23001,3
23002,1
23003,5
23004,2
23005,0
23006,1
23008,0
23009,5
23011,4
23012,5
23014,0
23016,3
23018,3
23022,1
23023,5
23024,2
23026,2
23027,1
23031,4
23032,4
23033,2
23036,3
23037,2
23040,1
23041,5
23042,1
23044,3
23045,0
23047,1
23048,5
23049,1
23051,2
23052,0
23053,4
23055,5
23058,1
23060,3
23061,4
23062,2
23065,4
23067,4
23068,0
23069,1
23070,4
23072,3
23073,0
23075,0
23076,0
23079,3
23084,4
23087,0
23088,4
23089,1
23090,1
23091,1
23093,1
23094,4
23096,2
23097,2
23098,3
23100,1
23101,4
23102,0
23103,2
23104,5
23105,1
23106,5
23107,4
23108,2
23109,4
23110,4
23111,0
23114,2
23116,4
23117,2
23118,0
23119,1
23122,4
23123,4
23124,1
23125,1
23126,2
23127,0
23130,4
23131,3
23133,3
23135,2
23136,5
23137,0
23138,5
23139,0
23141,2
23143,2
23144,5
23148,4
23149,3
23150,3
23151,3
23153,2
23154,2
23155,0
23156,4
23157,3
23159,5
23160,4
23161,4
23162,1
23163,0
23164,3
23165,1
23166,1
23167,4
23169,2
23171,2
23172,1
23174,3
23175,5
23176,2
23177,3
23179,5
23180,2
23181,4
23182,0
23183,0
23185,4
23186,5
23187,1
23188,5
23189,3
23191,5
23192,1
23193,5
23194,1
23195,0
23201,1
23205,1
23207,4
23208,0
23209,1
23210,2
23211,0
23212,1
23213,1
23215,5
23218,4
23219,3
23220,5
23221,3
23222,1
23223,3
23224,1
23225,0
23226,1
23227,0
23228,0
23229,1
23230,5
23232,2
23233,0
23234,3
23236,3
23237,1
23240,4
23241,4
23242,4
23243,2
23244,4
23245,2
23246,2
23247,1
23248,5
23250,1
23253,0
23254,3
23255,5
23256,2
23257,3
23259,4
23260,3
23261,4
23262,5
23263,0
23265,1
23266,2
23268,4
23269,0
23270,2
23271,0
23272,1
23273,0
23274,2
23275,2
23276,4
23277,2
23280,2
23281,1
23282,1
23283,2
23284,0
23285,2
23286,0
23287,3
23289,4
23290,0
23291,2
23292,3
23293,1
23294,3
23295,5
23296,3
23297,5
23298,1
23299,4
23301,0
23304,4
23306,4
23308,4
23309,4
23310,5
23312,1
23314,3
23315,5
23316,5
23317,5
23318,2
23319,0
23320,2
23321,4
23322,5
23324,2
23325,5
23327,2
23328,3
23329,5
23332,4
23333,2
23334,3
23336,1
23337,0
23338,0
23339,3
23342,1
23343,3
23344,4
23346,1
23348,3
23349,5
23351,1
23353,2
23355,5
23359,5
23360,4
23361,2
23362,5
23363,2
23365,5
23366,5
23367,3
23368,4
23369,1
23370,2
23371,4
23373,4
23375,0
23376,4
23377,4
23380,4
23381,3
23382,1
23383,3
23384,2
23385,5
23386,4
23387,2
23388,5
23389,0
23390,0
23392,3
23393,2
23398,3
23400,1
23401,2
23402,4
23404,4
23405,1
23406,4
23407,0
23408,1
23409,5
23411,0
23413,3
23416,3
23417,0
23418,1
23419,3
23420,0
23421,5
23423,1
23427,2
23428,2
23429,3
23430,4
23431,3
23432,2
23433,3
23435,5
23436,3
23437,3
23441,4
23442,5
23443,3
23444,0
23445,3
23446,5
23447,3
23448,3
23450,1
23451,5
23452,3
23453,4
23454,0
23455,0
23456,1
23457,3
23458,2
23459,5
23461,2
23462,4
23463,4
23464,5
23465,4
23466,1
23469,2
23470,2
23471,0
23472,4
23473,4
23474,4
23475,0
23476,4
23477,4
23478,3
23481,3
23484,3
23486,4
23487,1
23489,1
23490,4
23491,4
23492,3
23495,1
23496,2
23497,2
23498,4
23499,4
23502,4
23503,4
23505,5
23507,4
23509,4
23510,0
23511,2
23512,5
23515,3
23516,3
23520,3
23521,1
23522,2
23527,5
23528,4
23529,5
23530,0
23531,1
23534,4
23535,3
23536,1
23537,3
23538,2
23540,4
23541,3
23542,0
23543,0
23547,0
23548,2
23549,2
23550,5
23551,4
23552,2
23554,5
23555,5
23557,0
23559,2
23560,4
23562,1
23563,3
23564,5
23565,2
23567,4
23570,1
23573,0
23574,0
23575,4
23576,3
23577,0
23578,3
23579,1
23584,5
23585,1
23586,5
23587,1
23588,0
23589,3
23590,5
23591,4
23593,1
23594,1
23596,3
23597,4
23598,4
23600,4
23603,3
23604,5
23606,3
23608,3
23609,2
23610,3
23611,0
23612,0
23613,4
23616,0
23617,0
23619,2
23620,1
23623,1
23624,1
23625,4
23628,5
23629,3
23630,1
23632,4
23633,0
23635,3
23636,2
23637,0
23638,1
23639,5
23640,1
23641,1
23642,5
23643,0
23644,0
23647,3
23648,4
23649,2
23652,5
23653,1
23655,2
23656,3
23657,4
23658,3
23659,2
23660,5
23661,5
23663,4
23667,3
23668,0
23669,0
23675,5
23676,3
23677,3
23678,1
23679,2
23681,4
23682,1
23683,5
23684,3
23686,2
23687,2
23688,4
23689,0
23692,3
23694,4
23695,4
23697,2
23698,4
23700,4
23702,2
23703,3
23705,1
23707,0
23708,3
23709,4
23710,3
23711,2
23712,2
23713,4
23714,3
23715,3
23716,2
23717,4
23718,3
23721,0
23723,4
23724,3
23725,1
23726,5
23727,5
23728,4
23729,0
23731,1
23733,5
23734,2
23735,5
23736,2
23737,5
23738,3
23739,1
23741,5
23743,4
23744,3
23745,0
23746,2
23747,4
23748,3
23749,0
23750,4
23753,3
23756,1
23757,5
23758,0
23759,1
23760,4
23761,1
23762,1
23764,4
23766,0
23769,1
23771,3
23773,0
23774,3
23775,5
23776,5
23779,0
23780,3
23781,0
23782,4
23783,2
23785,2
23786,2
23791,4
23792,2
23793,0
23794,4
23795,5
23796,0
23797,2
23798,4
23801,1
23804,1
23806,2
23807,3
23808,2
23810,0
23812,3
23813,4
23814,0
23815,5
23816,3
23817,4
23818,4
23819,4
23821,0
23822,3
23825,0
23826,1
23829,3
23830,2
23833,5
23835,5
23837,1
23838,3
23841,3
23843,3
23845,3
23846,5
23848,3
23851,1
23852,4
23853,4
23854,0
23855,1
23859,1
23860,0
23861,1
23862,4
23865,4
23866,5
23867,1
23868,2
23869,3
23870,3
23871,3
23872,1
23873,4
23874,4
23875,4
23876,4
23877,4
23879,4
23883,3
23884,3
23885,1
23886,5
23888,2
23889,1
23890,5
23892,0
23896,2
23898,2
23899,3
23900,0
23901,1
23902,3
23903,1
23906,3
23907,5
23908,5
23909,3
23910,3
23912,4
23915,2
23918,4
23919,1
23920,3
23923,2
23925,4
23926,1
23927,1
23928,4
23929,3
23930,4
23931,4
23932,5
23933,4
23935,0
23936,2
23937,0
23938,2
23939,1
23942,2
23943,0
23945,5
23947,1
23948,0
23949,4
23950,5
23951,2
23952,3
23955,5
23956,3
23958,0
23959,1
23961,0
23962,3
23964,3
23965,1
23967,0
23968,0
23969,1
23972,3
23973,0
23974,1
23975,2
23976,5
23977,3
23978,2
23979,4
23981,4
23982,5
23984,3
23986,3
23987,4
23988,3
23989,5
23990,1
23993,1
23995,0
23997,5
23998,1
24000,1
24001,3
24004,2
24005,4
24006,2
24007,4
24008,3
24009,0
24010,5
24011,3
24013,3
24016,4
24017,5
24018,1
24019,5
24020,2
24021,3
24022,1
24023,5
24024,0
24026,0
24027,1
24029,5
24032,2
24033,4
24034,1
24036,2
24037,2
24039,4
24040,0
24041,1
24043,2
24044,1
24045,4
24047,4
24049,3
24050,5
24051,4
24052,0
24053,5
